Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
1267,"[1.2616010338478401, 1.4601015526474199]",0,BCR, , , , 
1973,"[5.0125498103637502, 5.3303062666805303]",0,BCR,0.8,0.6,55.0693,0.174
418,"[2.24123232525108, 2.8792948937401301]",0,E2A,0.963,0.4,67.6677,0.3052
4232,"[0.47305561607399799, 0.76765842797444006]",0,Hyperdip, , , , 
7672,"[1.30318595094482, 1.9105210134242601]",0,Hyperdip,0.8125,0.8254,120.9161,0.5765
4785,"[0.64616941555353102, 0.8410386057322371]",0,MLL, , , , 
9491,"[1.2558539857611202, 1.4614718446205801]",0,MLL,0.85,0.4857,61.0491,0.2287
3267,"[2.1698909120259198, 3.4123862713728101]",0,T,0.7907,1.0,119.1515,0.4533
7909,"[0.98472989318798798, 1.2709782335916999]",0,TEL, , , , 
7448,"[1.05577206285398, 1.3027620849553601]",0,TEL, , , , 
231,"[0.79977892084941793, 1.0822554054257301]",0,TEL,0.8101,0.7805,114.7065,0.611
