Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
10767,11.07,0.840996364013,0.138559787718
3346,14.54,0.959983454775,0.129904649154
8601,17.31,1.19337183901,0.23309082661
6598,18.16,1.53444061329,0.338588954253
10785,48.45,0.59260855169,0.12836861436
9052,18.42,2.04529068767,0.462085409055
8487,19.11,2.74182961405,0.431416320036
6166,2.64,1.90436375739,0.439208348674
315,18.56,1.78877591547,0.128354859697
1290,31.11,2.69328441191,0.526426868248
4625,21.0,1.85604824242,0.426388110543
6912,43.24,1.51828072487,0.219824486024
