Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
11195,15.73,1.31347301306,0.178857571061
9525,10.35,2.27063396368,0.352991730574
1311,14.35,2.29928974686,0.519851783814
2818,22.82,3.40984777255,0.775000732834
9919,25.57,1.85603618849,0.392072269009
115,29.48,3.63515600109,0.767542771139
10798,21.8,1.91168672414,0.257774654311
4742,30.55,0.979744449297,0.16321628955
10610,18.68,1.66211849214,0.199712647138
6197,7.43,1.4514654018,0.295792064427
5309,34.47,1.43746762757,0.257776351502
8172,34.41,3.20723300473,0.815705016401
9200,29.21,1.65200697303,0.272209074454
4579,23.6,0.984185159649,0.109730416294
8398,18.57,2.66633103633,0.653661744076
6999,34.9,0.928266103224,0.177777696574
