Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
5718,13.63,1.40310116191,0.223196918768
6501,10.93,1.21314221373,0.148852900429
6213,13.74,1.35338997696,0.244273152387
5995,19.95,2.07296458162,0.498285739527
11381,26.19,0.936679711896,0.149728833997
9167,33.41,0.718437967886,0.113974122219
12044,8.91,0.936643361526,0.112611681651
6974,8.75,2.05606399412,0.197846389614
9078,30.16,1.70355907092,0.41002122452
5618,30.38,2.51894938468,0.389535122826
4249,34.78,2.68771108935,0.549751842753
8143,26.93,0.918391807042,0.13011665013
9873,37.6,1.56339093462,0.324417980025
10023,14.71,2.90625493843,0.263746577432
