Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
2830,"[0.76702494330607418, 0.94563337702541594]",0,BCR, , , , 
11379,"[1.2442059260666398, 1.6299840619624499]",0,BCR,0.9333,0.3256,47.1306,0.1839
4214,"[1.0927631635756501, 1.2917017367138899]",0,E2A,1.0,0.3418,61.775,0.2968
5033,"[1.4850715449601199, 1.50154526373419]",0,Hyperdip,0.0625,0.8,9.0512,0.0437
11381,"[0.82190081193633302, 1.0480243954636299]",1,Hyperdip,0.8281,0.5889,87.453,0.4802
6713,"[0.80298947241791085, 1.08369847476919]",0,MLL, , , , 
8832,"[0.91707009728851796, 1.20554864217378]",0,MLL,0.95,0.3585,56.6901,0.2375
5400,"[0.98282087952474717, 1.31658460466593]",0,T, , , , 
11271,"[1.26881372909929, 2.5506739514286099]",0,T,1.0,0.86,137.7209,0.5537
8538,"[0.92977040999889704, 1.29786866967876]",0,TEL, , , , 
9406,"[2.7159681734137702, 3.8989283200873301]",0,TEL,0.8734,0.6832,105.2894,0.594
