Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
11450,8.4,0.541408886013,0.0980153350248
3214,11.27,0.894690881683,0.102085913637
3258,23.34,1.34300267488,0.207640576245
6598,18.16,1.53444061329,0.338588954253
7453,47.61,1.37099183143,0.243917047277
8215,17.63,1.4555883626,0.23289984806
3267,37.9,2.52024567873,0.534691060221
561,19.42,1.75320670557,0.399252234469
7413,32.65,2.31135205218,0.569124608572
11597,24.64,1.43647153938,0.213661421652
12334,18.86,2.08213708659,0.270328231617
9873,37.6,1.56339093462,0.324417980025
