Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
5718,"[0.79044561470057806, 0.98163873267498891]",0,BCR, , , , 
1795,"[0.71308110567745209, 0.77292799230280806]",0,BCR,0.8667,0.2549,37.4011,0.1599
11718,"[1.6118039727996698, 2.3348469878452702]",0,E2A, , , , 
5614,"[0.90223425249159306, 1.17808789002009]",0,E2A, , , , 
7672,"[1.0813986459071401, 1.3168695291490999]",0,E2A,0.9259,0.5208,78.2633,0.3189
3320,"[0.73156017690888997, 1.06551121589824]",0,Hyperdip, , , , 
6382,"[1.39881721589622, 1.7879906278593098]",0,Hyperdip,0.7969,0.7286,105.8634,0.5312
7412,"[1.05961659365905, 1.3281570534043701]",0,MLL,1.0,0.2439,44.2684,0.2159
978,"[1.0628475441495699, 1.40537583352775]",0,T, , , , 
10211,"[1.4729157412289899, 1.7176236035887]",0,T,0.9302,0.7018,111.8445,0.4858
8281,"[1.46850965825522, 1.9483087452968799]",0,TEL,0.962,0.9744,169.9368,0.8251
