Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
10798,"[1.20504922980695, 1.7775178920457499]",0,BCR,1.0,0.3,48.0422,0.1932
8050,"[0.88289681793089791, 1.1182974732934701]",0,E2A, , , , 
3312,"[1.5554105847866397, 1.8406805537953201]",0,E2A,0.9259,0.5814,83.7634,0.3277
8127,"[1.2356206882012399, 1.69525753470146]",0,Hyperdip, , , , 
9848,"[2.3828122444866802, 3.3614476933282704]",0,Hyperdip, , , , 
8658,"[0.86788337055077514, 1.56013623856574]",0,Hyperdip,0.8906,0.8261,132.6379,0.6322
11546,"[0.50788314894340592, 0.74785598467670311]",0,MLL,0.9,0.2432,39.7441,0.1941
7785,"[0.85246404139673104, 1.1693354601931598]",0,T,0.9767,0.7368,121.5351,0.518
12280,"[0.81691323593157994, 1.1450888459211201]",0,TEL, , , , 
9849,"[0.81021922270842794, 1.1417310761497701]",0,TEL, , , , 
11057,"[1.0673887957674499, 1.39197161124163]",0,TEL,0.8481,0.7976,122.9928,0.6491
