Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
8035,9.89,0.892138132715,0.121407176241
6720,9.29,0.783493872047,0.096746321114
10208,37.51,2.71311538274,0.516312811594
9088,39.97,2.29632126872,0.343436491394
12196,15.26,2.4767490263,0.322045058149
4001,15.24,1.1901687383,0.0977183530181
9916,18.69,0.684945269599,0.137758830394
12097,21.64,1.28094399673,0.120815267397
5400,15.81,2.11055606751,0.45097097681
6298,51.34,1.85586141249,0.443834961476
7697,21.53,1.89918594805,0.333150311811
12238,43.55,3.06973164863,0.653095501903
