Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
11195,"[1.0762360232363901, 1.2827848941087099]",0,BCR, , , , 
9525,"[1.1073184436865, 1.3424061191916901]",0,BCR,0.8667,0.2955,41.2396,0.1668
1311,"[0.88796387222140094, 1.21794256191352]",0,E2A, , , , 
2818,"[1.6336248357994398, 2.4118695610562404]",0,E2A, , , , 
9919,"[0.72568115960928081, 1.2003434183140602]",0,E2A,0.9259,0.9259,107.0315,0.3558
115,"[1.4866344814539298, 2.5584325578413902]",0,Hyperdip, , , , 
10798,"[0.95849930187667909, 1.3752109044843999]",0,Hyperdip,0.7656,0.5698,77.6178,0.4324
4742,"[0.58744247945445793, 0.88677593826628398]",0,MLL, , , , 
10610,"[0.86981722237079506, 1.1802773087923799]",0,MLL,0.95,0.5,69.3329,0.257
6197,"[1.7845915886886101, 1.8924153527699901]",0,T,0.3256,0.7368,40.5117,0.1727
5309,"[1.2359295923190301, 1.7314000028227499]",1,T, , , , 
8172,"[0.66432379813572995, 1.7678716701701103]",1,T,0.9767,0.875,135.9706,0.5432
9200,"[0.97858539217069596, 1.46116207617519]",0,TEL, , , , 
4579,"[1.1788843517013101, 1.4111181369224399]",0,TEL, , , , 
8398,"[0.79484404092688499, 1.28994932524365]",0,TEL, , , , 
6999,"[0.982127671885896, 1.3061243382690801]",0,TEL,0.8228,0.8228,123.3596,0.6425
