Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
12611,10.12,3.79300634002,0.265798348833
11379,27.72,1.39159718749,0.200469735919
8661,15.05,1.49668076788,0.250909086565
11844,18.64,1.71437616405,0.322661714339
7412,32.81,0.939341099759,0.171334852365
3066,39.16,0.680193676903,0.138939366883
12140,16.79,2.42222983784,0.557943425041
6837,30.31,1.71472619197,0.390388787973
11201,13.44,2.90359241187,0.79105701059
6179,39.93,0.519773092612,0.0933640683752
7629,30.03,1.08328423776,0.187614518305
129,24.27,1.22804681683,0.139828867148
