Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
7353,16.44,3.18791599132,0.580180724408
11883,8.17,0.716857879997,0.113914755997
9419,15.06,1.96464350972,0.284107532537
5678,17.07,1.51280056057,0.304901579814
10566,23.59,1.70718128035,0.331101460843
5996,19.55,1.76368310924,0.376844112731
521,40.99,0.717898119909,0.125840691051
10552,20.68,1.62117017108,0.382089866339
322,12.33,1.81192720603,0.411510300742
4735,42.02,0.504797614285,0.0962999673641
165,23.13,1.6540568185,0.330361372853
7909,16.67,1.87382928143,0.245890881991
5875,19.97,1.11412416406,0.115842625172
562,45.74,1.14054463017,0.21918246508
