Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
5718,13.63,1.40310116191,0.223196918768
1795,13.56,0.441290415964,0.0730609626993
11718,33.97,2.12850501742,0.450790789727
5614,11.64,2.37046070056,0.270266920343
7672,15.48,1.52130827383,0.268562629581
3320,26.57,1.25707320479,0.198910872531
6382,43.62,0.892161740974,0.14709097976
7412,28.59,0.939341099759,0.171334852365
978,41.22,0.831072392386,0.144335355336
10211,18.77,1.30386445557,0.189383990346
8281,49.87,0.962137797062,0.203303282501
