Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
11243,"[3.4214568498776203, 3.8719647492045701]",0,BCR,0.7333,0.2973,35.0318,0.1413
1311,"[0.88796387222140094, 1.2592841094570801]",0,E2A, , , , 
10023,"[0.93043854991410402, 1.1607178874589099]",0,E2A, , , , 
11372,"[1.0339260705576401, 1.3809764790193702]",0,E2A,0.963,0.6667,94.2306,0.3509
7412,"[1.1066444717494599, 1.41480582553386]",0,Hyperdip, , , , 
6974,"[0.78844478676581409, 1.2866385291070301]",0,Hyperdip,0.8281,0.6625,99.938,0.5219
1391,"[1.0741257770900401, 1.2760138833796799]",0,MLL, , , , 
2226,"[1.14924298428781, 1.55586483875332]",0,MLL,0.95,0.3958,60.4555,0.244
11270,"[1.39814434605398, 2.58081210878384]",0,T,0.9302,0.678,109.0857,0.4802
7003,"[1.2615928081838501, 2.1924675632071002]",0,TEL, , , , 
1080,"[0.89569471596225292, 1.39513514837421]",0,TEL,0.9747,0.7549,132.8733,0.7179
