Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
5890,16.24,1.32053828145,0.191658651042
4173,9.16,0.452215067155,0.0753016266351
7644,16.93,1.06546382737,0.16393572242
6910,25.14,1.11614162309,0.213689072104
4826,42.06,1.36187892066,0.263883333292
12141,27.35,1.23014771668,0.277525134419
7853,6.04,3.41111374821,0.566722115064
10610,10.99,1.66211849214,0.199712647138
8201,16.43,2.26042174171,0.501281753026
1807,8.12,3.10705496769,0.252646217385
8320,26.9,2.54752444372,0.539283356636
1538,11.33,1.1604815778,0.205118535872
7526,15.08,0.711738294192,0.0982306453229
2840,3.08,1.24649092653,0.237097754912
8568,33.42,0.416450448684,0.0746508487333
1092,22.51,1.60334093432,0.252036286482
4391,41.58,0.576392277072,0.0966508998254
