Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
12611,"[1.0928870500580898, 1.4766861207471698]",0,BCR, , , , 
11379,"[1.2442059260666398, 1.6299840619624499]",0,BCR,0.9333,0.2857,43.4732,0.178
8661,"[0.63293579909168396, 0.85813331213209088]",0,E2A, , , , 
11844,"[1.2381940136643999, 1.55771489650179]",0,E2A,0.8889,0.8,95.7335,0.3344
7412,"[1.1066444717494599, 1.41480582553386]",0,Hyperdip, , , , 
3066,"[0.52847777220963998, 0.79485216201821696]",0,Hyperdip,0.8906,0.6129,98.6097,0.5323
12140,"[1.2838763206885901, 1.6905753894639299]",0,MLL,0.95,0.3016,50.122,0.2245
6837,"[1.0577052926363499, 1.5775188495380801]",0,T, , , , 
11201,"[1.28168218837731, 1.6719502010716598]",0,T,1.0,0.8431,136.0179,0.5509
6179,"[1.3651473544796999, 1.5726716206175801]",0,TEL, , , , 
7629,"[0.82187146414612799, 1.14714013662692]",0,TEL, , , , 
129,"[0.807807296281562, 1.1058861965281399]",0,TEL,0.8481,0.7791,119.8397,0.6388
