Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
8662,"[1.0498586593694901, 1.1152994538821002]",0,BCR, , , , 
7433,"[2.0936658348658703, 2.3619464501119505]",0,BCR,0.8,0.3429,41.6385,0.1594
8042,"[1.8419404153469598, 2.1043165759042002]",0,E2A, , , , 
7467,"[0.8992537834005, 1.3301014865288701]",0,E2A,0.9259,0.5208,78.2633,0.3189
10619,"[1.5139766654233402, 1.99136488000823]",0,Hyperdip, , , , 
4232,"[0.47305561607399799, 0.87298601800055009]",0,Hyperdip,0.8438,0.6067,92.3285,0.5005
4972,"[1.2928730091431, 1.5157944982221601]",0,MLL, , , , 
3267,"[1.1229123095020199, 1.3213550114533301]",0,MLL, , , , 
426,"[0.68898682130541, 0.83227144152737198]",0,MLL,0.85,0.5313,64.0959,0.2326
6166,"[0.89763996494871912, 1.25176076196304]",0,T, , , , 
2052,"[0.66157029802606104, 1.3702035188905799]",0,T,0.9302,0.8,122.3268,0.5053
3335,"[0.99670805198300894, 1.5115351841493503]",0,TEL, , , , 
5412,"[0.9217072427761559, 1.3973379698948201]",0,TEL,0.8734,0.8734,139.1923,0.707
