Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
10,['f'],0,hypothyroid, , , , 
22,"[0.0, 68.0]",0,hypothyroid,0.9672,0.59,536.9545,0.2105
22,"[67.0, 271.0]",0,negative,0.9624,0.9967,215.5855,0.2081
