Rule_Obj,Rule_Score
"[['X211762_s_at'], [[10.77002355, 12.67325649]]]",0.940734574463787
"[['er', 'X202418_at'], [['positive', 'negative'], [10.18380248, 10.90874492]]]",0.9405559394505068
"[['X202418_at', 'grade'], [[10.19975323, 10.90874492], ['intermediate', 'unkown', 'poorly-differentiated', 'well-differentiated']]]",0.9404751819985948
"[['X210314_x_at', 'X201288_at'], [[8.950763355, 10.50182725], [11.92355283, 13.58367196]]]",0.9403760228602757
"[['X202418_at'], [[9.721139507, 10.8177848]]]",0.9401008078403592
"[['X211762_s_at', 'X212567_s_at'], [[10.66904755, 12.84274083], [7.518259882, 9.065554818]]]",0.9400510567469055
"[['X211762_s_at', 'X212567_s_at', 'grade'], [[10.66904755, 12.84274083], [7.518259882, 9.065554818], ['poorly-differentiated', 'intermediate', 'well-differentiated', 'unkown']]]",0.9400510567469055
"[['X202418_at', 'X200965_s_at'], [[9.941327857, 10.86190423], [7.780265709, 12.59508207]]]",0.9399942536081327
"[['er', 'X201091_s_at'], [['positive'], [9.166087942, 10.72519576]]]",0.939964042266083
"[['grade', 'X200965_s_at'], [['well-differentiated', 'poorly-differentiated', 'unkown', 'intermediate'], [8.399008879, 10.70482236]]]",0.939403176918133
