Rule_Obj,Rule_Score
"[['X202240_at', 'er'], [[7.053795841, 8.650810077], ['positive', 'negative']]]",0.9411859724266358
"[['X202240_at'], [[7.053795841, 8.650810077]]]",0.9411859724266358
"[['X202240_at', 'X211762_s_at'], [[7.000845214, 9.378330209], [10.33168397, 12.35843211]]]",0.9411850387744432
"[['X202240_at', 'er', 'X211762_s_at'], [[7.053795841, 8.787764209], ['negative', 'positive'], [10.12442077, 12.84274083]]]",0.941181975259682
"[['X202240_at', 'X211762_s_at', 'X209524_at'], [[6.900934281, 8.666365377], [9.93762893, 12.49799396], [7.671468186, 11.30690819]]]",0.9411423792670537
"[['X202240_at', 'X209524_at'], [[6.991197367, 9.378330209], [8.492562613, 11.12296929]]]",0.9410092181945537
"[['X200726_at', 'X211762_s_at', 'X209524_at'], [[10.92636082, 12.53995663], [10.56187373, 12.58173585], [8.650593091, 11.57083668]]]",0.9408583242791373
"[['X202418_at', 'X202240_at'], [[10.08782074, 12.41505262], [7.140349841, 8.81175701]]]",0.9408016871187197
"[['X211762_s_at'], [[10.77002355, 12.58173585]]]",0.940734574463787
"[['X202240_at', 'X218533_s_at'], [[7.000845214, 8.945260121], [7.824446845, 9.678532908]]]",0.9403996621867491
