Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
2,['4.0'],0,2,0.7583,0.7054,84.0799,0.4988
12,['3.0'],0,1, , , , 
11,"['0.0', '1.0']",0,1,0.74,0.8346,90.3468,0.5498
