Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
15,13.33,45.0,9.173163807000488
15,48.89,45.0,9.173163807000488
3,33.33,Discrete,Discrete
2,50.0,Discrete,Discrete
18,33.33,Discrete,Discrete
