Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
15,48.89,45.0,9.173163807000488
14,53.06,14.700000000000001,2.908239016897394
3,33.33,Discrete,Discrete
18,33.33,Discrete,Discrete
2,50.0,Discrete,Discrete
