Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
14,46.26,14.700000000000001,2.908239016897394
2,50.0,Discrete,Discrete
18,33.33,Discrete,Discrete
3,33.33,Discrete,Discrete
