Rule_Obj,Rule_Score
"[['sex', 'age'], [['1'], [53, 82]]]",0.636739581159487
"[['sex', 'age', 'ph-ecog'], [['1'], [53, 82], ['1.0', '0.0', '3.0', '2.0']]]",0.636739581159487
"[['age', 'ph-ecog'], [[56, 75], ['0.0', '1.0']]]",0.6252131767604459
"[['ph-ecog', 'ph-karno'], [['3.0', '1.0', '0.0', '2.0'], [60.0, 80.0]]]",0.619968295296113
"[['ph-karno'], [[50.0, 80.0]]]",0.619968295296113
"[['age'], [[42, 64]]]",0.612188383537742
"[['sex', 'ph-ecog'], [['1'], ['1.0', '3.0', '2.0']]]",0.5710893874612681
"[['sex', 'ph-karno'], [['2', '1'], [80.0, 100.0]]]",0.5358080113141209
"[['ph-ecog', 'pat-karno'], [['1.0', '0.0', '3.0'], [90.0, 100.0]]]",0.5036053136932616
"[['pat-karno'], [[50.0, 90.0]]]",0.5022127768163921
