Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
10719,"[128.52700000000002, 223.33099999999999]",0,normal,0.7143,0.7692,50.6492,0.5387
2387,"[259.62, 389.44800000000004]",0,ulcerative colitis, , , , 
11486,"[220.547, 261.00900000000001]",0,ulcerative colitis,0.6538,0.7391,43.6495,0.3871
17869,"[56.443000000000005, 99.881]",0,Crohn's disease,0.6271,0.8222,42.247,0.5069
