0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0.1915,0.1724,0.1686,0.191,0.1223,0.2215,0.3794,0.2103,0.1371,0.2222,0.1466,0.1438,0.2217,0.2225,0.1731,0.1912,0.1803,0.1629,0.1796,0.1552,0.1111,0.2011,0.1746,0.1438,0.2649,0.2202,0.19,0.1907,0.1681,0.1696,0.285,0.2497,0.3417,0.2217,0.2031,0.2011,0.2215,0.1481,0.2031,0.2383,0.4008,0.1731,0.1741,0.4452,0.1545,0.1416,0.2453,0.1667,0.1371,0.1389,0.1803,0.1314,0.1595,0.1738,0.1741,0.254,0.1681,0.1877,0.2557,0.1667,0.1505,0.191,0.1781,0.1853,0.2217,0.1667,0.1371,0.3281,0.1895,0.1416,0.2956,0.2296,0.1776,0.2011,0.183,0.2832,0.3279,0.1853,0.2091,0.1716,0.181,0.119,0.2562,0.1924,0.1394,0.2321,0.1796,0.1381,0.2443,0.186,0.1123
0.1915,0.1724,0.1686,0.191,0.1223,0.2215,0.3794,0.2103,0.1371,0.2222,0.1466,0.1438,0.2217,0.2225,0.1731,0.1912,0.1803,0.182,0.1796,0.1552,0.1146,0.2011,0.1746,0.1438,0.2649,0.2202,0.19,0.2009,0.1681,0.182,0.285,0.2497,0.3417,0.2217,0.2031,0.2011,0.2215,0.1481,0.2031,0.2383,0.4008,0.1731,0.1843,0.4452,0.1674,0.1416,0.2453,0.1667,0.2336,0.2654,0.1803,0.1314,0.1595,0.1952,0.1741,0.254,0.1681,0.1877,0.2557,0.2225,0.1505,0.191,0.1781,0.1853,0.2217,0.1667,0.1416,0.3281,0.1895,0.1416,0.2956,0.2296,0.1776,0.2743,0.183,0.2832,0.3279,0.1853,0.2091,0.1716,0.181,0.119,0.2562,0.1924,0.1394,0.2321,0.1796,0.1381,0.2443,0.186,0.1438
0.2009,0.1724,0.1686,0.191,0.2088,0.2215,0.3794,0.2103,0.1371,0.2222,0.1488,0.1438,0.2217,0.2225,0.1731,0.1912,0.1932,0.2349,0.1796,0.1552,0.118,0.2011,0.1746,0.1438,0.2649,0.2202,0.19,0.2009,0.1681,0.182,0.285,0.2497,0.3417,0.2217,0.2031,0.2011,0.2215,0.1481,0.2031,0.2383,0.4008,0.1731,0.1843,0.4452,0.1674,0.1843,0.2453,0.1667,0.2336,0.2654,0.1803,0.1314,0.1595,0.1952,0.1741,0.254,0.1681,0.1877,0.2557,0.2225,0.1505,0.191,0.1781,0.1853,0.2217,0.1667,0.1416,0.3281,0.1895,0.1416,0.2956,0.2296,0.1922,0.2743,0.183,0.2832,0.3279,0.1853,0.2091,0.1716,0.181,0.1247,0.2562,0.1924,0.1394,0.2321,0.1796,0.1461,0.2443,0.186,0.1438
0.2009,0.2138,0.1686,0.191,0.2088,0.2215,0.3794,0.2103,0.1887,0.2222,0.1488,0.19,0.2217,0.2225,0.1731,0.1912,0.1932,0.2349,0.2644,0.1552,0.1394,0.2011,0.1746,0.1629,0.2649,0.2202,0.19,0.2011,0.1681,0.182,0.285,0.2497,0.3417,0.2217,0.2031,0.2011,0.2215,0.1481,0.2031,0.2383,0.4008,0.1731,0.1843,0.4452,0.1674,0.2282,0.2453,0.1667,0.2336,0.2654,0.1803,0.1314,0.19,0.1952,0.1741,0.254,0.1681,0.1877,0.2557,0.2225,0.1505,0.191,0.1781,0.1853,0.2217,0.1667,0.1416,0.3281,0.1895,0.1424,0.2956,0.2296,0.1922,0.2743,0.183,0.2832,0.3279,0.1853,0.2091,0.1716,0.181,0.1337,0.2562,0.1924,0.1394,0.2425,0.1796,0.1461,0.2443,0.186,0.1438
0.2009,0.2138,0.1686,0.191,0.2088,0.2215,0.3794,0.2103,0.1887,0.2222,0.1488,0.19,0.3063,0.2225,0.1731,0.2879,0.1932,0.2349,0.2644,0.1552,0.1394,0.2646,0.249,0.1776,0.2649,0.2202,0.19,0.2123,0.1681,0.182,0.285,0.2497,0.3417,0.2217,0.2031,0.2011,0.2324,0.1481,0.2296,0.2383,0.4008,0.1731,0.1843,0.4452,0.1674,0.2282,0.2453,0.1667,0.2336,0.2654,0.1803,0.1505,0.19,0.1952,0.1741,0.254,0.1681,0.2078,0.2557,0.2225,0.1607,0.191,0.1781,0.1853,0.3058,0.1667,0.1416,0.3281,0.1895,0.1424,0.2956,0.2296,0.1922,0.2743,0.1989,0.2832,0.3279,0.1853,0.2091,0.1805,0.181,0.1461,0.2562,0.1924,0.1686,0.2425,0.1796,0.1461,0.2443,0.186,0.1617
0.2009,0.2138,0.1686,0.191,0.2088,0.2215,0.3794,0.2103,0.1887,0.2225,0.1488,0.19,0.3063,0.2225,0.1731,0.2879,0.1932,0.2349,0.2644,0.1552,0.1394,0.2646,0.249,0.1776,0.2649,0.2202,0.19,0.2123,0.1681,0.2314,0.285,0.2497,0.3417,0.2639,0.2031,0.2011,0.2324,0.1481,0.2296,0.2383,0.4008,0.1731,0.1843,0.4452,0.1674,0.2282,0.2453,0.1667,0.2336,0.2654,0.1803,0.1505,0.19,0.1952,0.1989,0.254,0.1681,0.2078,0.2557,0.2225,0.1607,0.191,0.1781,0.1853,0.3058,0.1667,0.1416,0.3281,0.1895,0.1424,0.2956,0.2296,0.1922,0.2743,0.1989,0.2832,0.3279,0.1853,0.2091,0.1805,0.181,0.1461,0.2562,0.1924,0.1686,0.2535,0.1796,0.1461,0.2443,0.186,0.1617
0.2024,0.2138,0.1865,0.2118,0.2088,0.2215,0.3794,0.2103,0.1887,0.2225,0.1488,0.19,0.3063,0.2225,0.1731,0.2879,0.1932,0.2349,0.2644,0.1552,0.1741,0.2646,0.249,0.1776,0.2649,0.2202,0.19,0.2123,0.1681,0.2314,0.285,0.2497,0.3417,0.2639,0.2031,0.2011,0.2324,0.1481,0.2296,0.2383,0.4008,0.1731,0.1843,0.4452,0.1674,0.2349,0.2453,0.1667,0.2336,0.2654,0.1803,0.1505,0.19,0.1952,0.2009,0.254,0.1681,0.2078,0.2557,0.2225,0.1607,0.191,0.1781,0.1853,0.3058,0.1667,0.1461,0.3281,0.1895,0.1932,0.2956,0.2296,0.1922,0.2743,0.1989,0.2832,0.3279,0.1853,0.2091,0.1805,0.181,0.1461,0.2562,0.1924,0.1686,0.2535,0.2053,0.1877,0.2443,0.186,0.1617
0.2024,0.2138,0.1865,0.2123,0.2088,0.2215,0.3794,0.2103,0.1887,0.2225,0.1659,0.19,0.3063,0.2225,0.1731,0.2879,0.1932,0.2349,0.2644,0.1552,0.1741,0.2646,0.249,0.1776,0.2649,0.2202,0.19,0.2123,0.1681,0.2314,0.285,0.2497,0.3417,0.2639,0.2031,0.2011,0.2324,0.153,0.2296,0.2383,0.4008,0.1932,0.2135,0.4452,0.1674,0.2349,0.2453,0.1667,0.2336,0.2654,0.1803,0.1505,0.19,0.1952,0.2009,0.254,0.1796,0.2078,0.2557,0.2225,0.1607,0.2641,0.1781,0.1853,0.3073,0.1667,0.1461,0.3281,0.1895,0.1932,0.2956,0.2296,0.1922,0.2743,0.1989,0.2832,0.3279,0.1853,0.2091,0.1805,0.181,0.1461,0.2562,0.1924,0.1686,0.2535,0.2053,0.1877,0.2443,0.186,0.1617
0.2024,0.2138,0.1865,0.2123,0.2088,0.2215,0.3794,0.2103,0.1887,0.2225,0.1659,0.19,0.3063,0.2225,0.1731,0.2879,0.1932,0.2349,0.2644,0.1552,0.1741,0.2646,0.249,0.1776,0.2649,0.2202,0.1944,0.213,0.1681,0.2314,0.285,0.2497,0.3417,0.2639,0.2225,0.2292,0.2324,0.1545,0.2296,0.2383,0.4008,0.1932,0.2135,0.4452,0.1674,0.2349,0.2758,0.1674,0.2336,0.2654,0.2031,0.1505,0.19,0.1952,0.2009,0.254,0.1796,0.2078,0.2557,0.2225,0.1607,0.2641,0.1781,0.191,0.3073,0.1724,0.1798,0.3281,0.1895,0.1932,0.2956,0.2296,0.1922,0.2743,0.1989,0.2832,0.3279,0.1853,0.2091,0.2956,0.181,0.1461,0.2562,0.1924,0.1686,0.2535,0.2053,0.1877,0.2443,0.186,0.1617
0.2549,0.2138,0.1865,0.2222,0.2088,0.2215,0.3794,0.2103,0.1887,0.2326,0.1659,0.19,0.3063,0.2225,0.1731,0.2879,0.1932,0.2349,0.3286,0.161,0.1741,0.2646,0.249,0.1776,0.2649,0.2202,0.1944,0.213,0.1716,0.2314,0.285,0.2497,0.3417,0.2639,0.2225,0.2292,0.2324,0.1545,0.2296,0.2383,0.4008,0.1932,0.2135,0.4452,0.1674,0.245,0.2758,0.1674,0.2336,0.2654,0.2103,0.1505,0.19,0.1952,0.2393,0.254,0.1796,0.2078,0.2557,0.2225,0.1607,0.2641,0.1781,0.191,0.3073,0.2475,0.1798,0.3281,0.1895,0.1932,0.2971,0.2296,0.1989,0.2743,0.1989,0.2832,0.3279,0.1853,0.2091,0.2956,0.181,0.1461,0.2564,0.1924,0.1686,0.2535,0.2053,0.1877,0.2443,0.186,0.1629
