Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
21123,"[218.505, 612.65800000000002]",0,normal, , , , 
623,"[90.717999999999989, 210.005]",0,normal,0.881,0.7115,56.6982,0.6237
13976,"[33.849000000000004, 63.908000000000001]",0,ulcerative colitis, , , , 
8416,"[479.49800000000005, 734.20500000000004]",0,ulcerative colitis,0.8462,0.5366,42.3967,0.4285
17503,"[40.332999999999998, 74.542000000000002]",0,Crohn's disease,0.7627,0.7759,46.1582,0.5687
