Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
16856,19.17,1076.501,126.85137247
2572,21.44,589.306,110.3589935
21506,32.86,98.333,20.9794089061
14484,34.64,761.349,131.098261064
