Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
0,40.0,Discrete,Discrete
3,40.0,Discrete,Discrete
1,40.0,Discrete,Discrete
2,40.0,Discrete,Discrete
0,40.0,Discrete,Discrete
2,40.0,Discrete,Discrete
3,60.0,Discrete,Discrete
2,60.0,Discrete,Discrete
0,60.0,Discrete,Discrete
1,60.0,Discrete,Discrete
