Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
1,"['I', 'O']",0,C, , , , 
0,"['R', 'H', 'S']",0,C, , , , 
10,"['0', '1']",0,C,0.7368,0.5957,104.0453,0.4196
1,"['I', 'O']",0,D, , , , 
6,['2'],0,D, , , , 
4,['1'],0,D, , , , 
2,['1'],0,D, , , , 
0,"['S', 'A', 'K']",0,D,0.6591,0.4915,68.4486,0.3201
0,['X'],0,B,1.0,1.0,208.4245,0.643
1,"['I', 'O']",0,F, , , , 
5,['2'],0,F, , , , 
10,"['0', '1']",0,F, , , , 
0,"['A', 'K', 'S']",0,F, , , , 
8,['2'],0,F,1.0,0.1176,24.9303,0.0782
1,['X'],0,H,1.0,1.0,208.4245,0.643
6,['2'],0,E, , , , 
11,['0'],0,E, , , , 
0,"['K', 'A']",0,E, , , , 
8,['2'],0,E,0.8571,0.1935,39.2725,0.148
