0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179
0.3111,0.2886,0.643,0.073,0.643,0.1112,0.3081,0.2672,0.643,0.0653,0.643,0.1351,0.2921,0.2886,0.643,0.0672,0.643,0.14,0.2775,0.2594,0.643,0.073,0.643,0.14,0.3752,0.2413,0.643,0.073,0.643,0.14,0.2673,0.2886,0.643,0.073,0.643,0.1351,0.3111,0.2672,0.643,0.073,0.643,0.1112,0.2775,0.2886,0.643,0.0672,0.643,0.1351,0.2775,0.2672,0.643,0.0653,0.643,0.1368,0.2775,0.2886,0.643,0.073,0.643,0.1351,0.2644,0.2672,0.643,0.0733,0.643,0.1416,0.2732,0.1682,0.643,0.0733,0.643,0.1351,0.3081,0.2672,0.643,0.0672,0.643,0.1464,0.2885,0.2672,0.643,0.0672,0.643,0.14,0.2673,0.2886,0.643,0.0672,0.643,0.1368,0.2775,0.2886,0.643,0.0672,0.643,0.1416,0.2885,0.2886,0.643,0.0733,0.643,0.1416,0.322,0.2323,0.643,0.0733,0.643,0.1144,0.3081,0.2672,0.643,0.073,0.643,0.1351,0.2775,0.2886,0.643,0.0653,0.643,0.1416,0.3132,0.2672,0.643,0.073,0.643,0.1265,0.2673,0.2886,0.643,0.0656,0.643,0.1144,0.3103,0.2886,0.643,0.0733,0.643,0.14,0.322,0.2886,0.643,0.0672,0.643,0.1351,0.3081,0.2954,0.643,0.0755,0.643,0.14,0.314,0.2322,0.643,0.0684,0.643,0.1416,0.3737,0.256,0.643,0.0672,0.643,0.1416,0.2673,0.1682,0.643,0.0672,0.643,0.1351,0.271,0.1713,0.643,0.0758,0.643,0.1112,0.2775,0.2886,0.643,0.0672,0.643,0.1351
0.381,0.2886,0.643,0.073,0.643,0.14,0.3752,0.2672,0.643,0.0755,0.643,0.1351,0.3081,0.2953,0.643,0.0755,0.643,0.14,0.3111,0.2886,0.643,0.0733,0.643,0.1416,0.3752,0.2953,0.643,0.0739,0.643,0.1416,0.271,0.2953,0.643,0.073,0.643,0.1416,0.322,0.2886,0.643,0.0733,0.643,0.1351,0.314,0.2886,0.643,0.073,0.643,0.1416,0.3081,0.2953,0.643,0.0733,0.643,0.1464,0.3081,0.2953,0.643,0.073,0.643,0.1416,0.3132,0.2672,0.643,0.0733,0.643,0.1464,0.3081,0.2672,0.643,0.0755,0.643,0.1416,0.314,0.2672,0.643,0.073,0.643,0.1464,0.3111,0.2886,0.643,0.073,0.643,0.14,0.322,0.2886,0.643,0.073,0.643,0.1432,0.3081,0.3167,0.643,0.073,0.643,0.1416,0.3293,0.2886,0.643,0.0755,0.643,0.1416,0.322,0.2672,0.643,0.0755,0.643,0.1351,0.314,0.2672,0.643,0.073,0.643,0.14,0.3533,0.2886,0.643,0.073,0.643,0.1416,0.3132,0.2672,0.643,0.0758,0.643,0.1351,0.3861,0.2886,0.643,0.0755,0.643,0.1464,0.314,0.2953,0.643,0.0755,0.643,0.14,0.322,0.2886,0.643,0.0755,0.643,0.1432,0.314,0.2954,0.643,0.0755,0.643,0.1416,0.3176,0.2672,0.643,0.073,0.643,0.1416,0.3737,0.2886,0.643,0.0672,0.643,0.1416,0.2673,0.2672,0.643,0.0739,0.643,0.1416,0.3081,0.2886,0.643,0.0758,0.643,0.1416,0.3293,0.2886,0.643,0.073,0.643,0.1351
0.381,0.2886,0.643,0.0755,0.643,0.1416,0.3752,0.2953,0.643,0.0758,0.643,0.1416,0.3293,0.3167,0.643,0.0755,0.643,0.1416,0.3752,0.2953,0.643,0.0755,0.643,0.1416,0.3752,0.2953,0.643,0.0739,0.643,0.1416,0.3111,0.2953,0.643,0.0755,0.643,0.1464,0.3293,0.2886,0.643,0.0733,0.643,0.1386,0.314,0.2953,0.643,0.0733,0.643,0.1416,0.322,0.2953,0.643,0.0733,0.643,0.1464,0.3752,0.2953,0.643,0.0755,0.643,0.1464,0.3963,0.2672,0.643,0.0773,0.643,0.1464,0.314,0.2953,0.643,0.0755,0.643,0.1416,0.314,0.2886,0.643,0.0755,0.643,0.1464,0.4138,0.2953,0.643,0.0733,0.643,0.1464,0.322,0.2889,0.643,0.0733,0.643,0.1464,0.389,0.3167,0.643,0.0755,0.643,0.1416,0.3293,0.2886,0.643,0.0755,0.643,0.1464,0.3395,0.2953,0.643,0.0755,0.643,0.1368,0.3752,0.2886,0.643,0.0733,0.643,0.1464,0.3846,0.2886,0.643,0.073,0.643,0.1464,0.3752,0.2886,0.643,0.0758,0.643,0.14,0.3861,0.2886,0.643,0.0755,0.643,0.1464,0.322,0.2953,0.643,0.0758,0.643,0.1416,0.322,0.2886,0.643,0.0755,0.643,0.1464,0.3846,0.2954,0.643,0.0755,0.643,0.1416,0.3752,0.2953,0.643,0.0755,0.643,0.1416,0.3737,0.2886,0.643,0.0739,0.643,0.1464,0.2972,0.2886,0.643,0.0739,0.643,0.1432,0.3081,0.2886,0.643,0.0758,0.643,0.1416,0.3752,0.2886,0.643,0.0758,0.643,0.1464
0.3861,0.2886,0.643,0.0755,0.643,0.1416,0.381,0.2953,0.643,0.0758,0.643,0.1416,0.4138,0.3167,0.643,0.0755,0.643,0.1432,0.3752,0.2954,0.643,0.0758,0.643,0.1464,0.3861,0.2953,0.643,0.0764,0.643,0.1416,0.3395,0.2953,0.643,0.0764,0.643,0.1464,0.389,0.2954,0.643,0.0755,0.643,0.1432,0.3846,0.2953,0.643,0.0758,0.643,0.1464,0.322,0.2953,0.643,0.0755,0.643,0.1464,0.4138,0.2953,0.643,0.0758,0.643,0.1464,0.4138,0.2953,0.643,0.0773,0.643,0.1464,0.4138,0.2953,0.643,0.0758,0.643,0.1416,0.4138,0.2886,0.643,0.0755,0.643,0.148,0.4138,0.2953,0.643,0.0755,0.643,0.1464,0.3861,0.2889,0.643,0.0755,0.643,0.1464,0.389,0.3167,0.643,0.0764,0.643,0.1432,0.389,0.2886,0.643,0.0755,0.643,0.1464,0.3926,0.2953,0.643,0.0764,0.643,0.1464,0.3752,0.2886,0.643,0.0755,0.643,0.1464,0.3846,0.2886,0.643,0.0755,0.643,0.1464,0.4138,0.2886,0.643,0.0758,0.643,0.1432,0.4138,0.2953,0.643,0.0755,0.643,0.1464,0.4138,0.2953,0.643,0.0764,0.643,0.1464,0.3293,0.2953,0.643,0.0755,0.643,0.1464,0.3846,0.2954,0.643,0.0755,0.643,0.1464,0.3752,0.2953,0.643,0.0755,0.643,0.148,0.3846,0.2886,0.643,0.0764,0.643,0.1464,0.3213,0.2886,0.643,0.0764,0.643,0.1432,0.3344,0.2953,0.643,0.0758,0.643,0.1416,0.3752,0.2886,0.643,0.0758,0.643,0.1464
0.3861,0.2953,0.643,0.0755,0.643,0.1464,0.3875,0.2953,0.643,0.0758,0.643,0.1432,0.4138,0.3167,0.643,0.0755,0.643,0.1464,0.3752,0.2954,0.643,0.0758,0.643,0.1464,0.4196,0.2954,0.643,0.0773,0.643,0.1416,0.4138,0.2953,0.643,0.0764,0.643,0.1464,0.4138,0.2954,0.643,0.0764,0.643,0.1432,0.3846,0.2953,0.643,0.0758,0.643,0.1464,0.3752,0.2954,0.643,0.0773,0.643,0.1464,0.4138,0.2954,0.643,0.0758,0.643,0.1464,0.4138,0.2953,0.643,0.0773,0.643,0.1464,0.4138,0.2953,0.643,0.0758,0.643,0.1416,0.4138,0.2953,0.643,0.0755,0.643,0.148,0.4138,0.2953,0.643,0.0758,0.643,0.1464,0.3861,0.3167,0.643,0.0755,0.643,0.1464,0.389,0.3167,0.643,0.0764,0.643,0.1464,0.389,0.2886,0.643,0.0755,0.643,0.148,0.3926,0.2954,0.643,0.0764,0.643,0.1464,0.4138,0.2886,0.643,0.0755,0.643,0.1464,0.3846,0.2954,0.643,0.0764,0.643,0.1464,0.4138,0.2953,0.643,0.0758,0.643,0.1464,0.4138,0.2953,0.643,0.0755,0.643,0.1464,0.4138,0.2954,0.643,0.0764,0.643,0.1464,0.3905,0.2953,0.643,0.0758,0.643,0.1464,0.3861,0.2954,0.643,0.0758,0.643,0.1464,0.4138,0.2953,0.643,0.0764,0.643,0.148,0.3846,0.2886,0.643,0.0764,0.643,0.1464,0.3489,0.2886,0.643,0.0764,0.643,0.1464,0.389,0.2954,0.643,0.0758,0.643,0.148,0.3905,0.2953,0.643,0.0758,0.643,0.1464
0.3905,0.2954,0.643,0.0764,0.643,0.1464,0.389,0.2953,0.643,0.0758,0.643,0.1432,0.4138,0.3167,0.643,0.0755,0.643,0.1464,0.389,0.2954,0.643,0.0758,0.643,0.1464,0.4196,0.2954,0.643,0.0773,0.643,0.1432,0.4138,0.3167,0.643,0.0764,0.643,0.148,0.4138,0.2954,0.643,0.0773,0.643,0.1464,0.3861,0.3167,0.643,0.0764,0.643,0.1464,0.4138,0.2954,0.643,0.0776,0.643,0.1464,0.4138,0.2954,0.643,0.0758,0.643,0.148,0.4138,0.2953,0.643,0.0773,0.643,0.1464,0.4138,0.2954,0.643,0.0773,0.643,0.1464,0.4138,0.2954,0.643,0.0764,0.643,0.148,0.4138,0.2953,0.643,0.0764,0.643,0.1464,0.389,0.3167,0.643,0.0755,0.643,0.1464,0.389,0.3167,0.643,0.0773,0.643,0.1464,0.4138,0.2954,0.643,0.0755,0.643,0.148,0.4138,0.2954,0.643,0.0764,0.643,0.1464,0.4138,0.3167,0.643,0.0764,0.643,0.1464,0.3846,0.2954,0.643,0.0764,0.643,0.148,0.4138,0.2953,0.643,0.0758,0.643,0.1464,0.4138,0.2954,0.643,0.0758,0.643,0.1464,0.4138,0.3167,0.643,0.0764,0.643,0.1464,0.4138,0.2954,0.643,0.0758,0.643,0.148,0.4138,0.2954,0.643,0.0758,0.643,0.1464,0.4138,0.2953,0.643,0.0782,0.643,0.148,0.3875,0.2954,0.643,0.0764,0.643,0.148,0.3875,0.2954,0.643,0.0782,0.643,0.1464,0.389,0.2954,0.643,0.0758,0.643,0.148,0.4138,0.2953,0.643,0.0764,0.643,0.1464
0.4138,0.2954,0.643,0.0764,0.643,0.1464,0.4138,0.2953,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0755,0.643,0.148,0.4138,0.2954,0.643,0.0758,0.643,0.1464,0.4196,0.2954,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.1464,0.3875,0.3167,0.643,0.0764,0.643,0.1464,0.4138,0.2954,0.643,0.0776,0.643,0.1464,0.4138,0.2954,0.643,0.0758,0.643,0.148,0.4138,0.2954,0.643,0.0773,0.643,0.1464,0.4138,0.2954,0.643,0.0773,0.643,0.1464,0.4138,0.2954,0.643,0.0764,0.643,0.148,0.4138,0.2953,0.643,0.0764,0.643,0.1464,0.389,0.3167,0.643,0.0755,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.2954,0.643,0.0758,0.643,0.148,0.4138,0.2954,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0782,0.643,0.1464,0.4138,0.2954,0.643,0.0764,0.643,0.148,0.4138,0.2954,0.643,0.0764,0.643,0.1464,0.4138,0.2954,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0758,0.643,0.148,0.4138,0.2954,0.643,0.0764,0.643,0.148,0.4138,0.2953,0.643,0.0782,0.643,0.148,0.4138,0.2954,0.643,0.0764,0.643,0.148,0.4138,0.2954,0.643,0.0782,0.643,0.1464,0.3934,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0764,0.643,0.1464
0.4138,0.2954,0.643,0.0764,0.643,0.1464,0.4138,0.2954,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0755,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.1464,0.4196,0.2954,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0764,0.643,0.148,0.4138,0.2954,0.643,0.0776,0.643,0.148,0.4138,0.2954,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0776,0.643,0.1464,0.4138,0.2988,0.643,0.0773,0.643,0.148,0.4196,0.3167,0.643,0.0764,0.643,0.148,0.4138,0.3167,0.643,0.0764,0.643,0.1464,0.389,0.3167,0.643,0.0764,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4138,0.2954,0.643,0.0764,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0782,0.643,0.1464,0.4138,0.2954,0.643,0.0764,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0776,0.643,0.1464,0.4138,0.3167,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0764,0.643,0.148,0.4196,0.3033,0.643,0.0764,0.643,0.148,0.4138,0.2953,0.643,0.0782,0.643,0.148,0.4138,0.3167,0.643,0.0764,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.1464,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0764,0.643,0.148
0.4138,0.2988,0.643,0.0764,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.1464,0.4196,0.2954,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0764,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4138,0.2954,0.643,0.0782,0.643,0.148,0.4138,0.3167,0.643,0.0776,0.643,0.1464,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4196,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0776,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4138,0.2954,0.643,0.0773,0.643,0.148,0.4196,0.3167,0.643,0.0782,0.643,0.1464,0.4138,0.3167,0.643,0.0782,0.643,0.1464,0.4138,0.3167,0.643,0.0776,0.643,0.148,0.4196,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0776,0.643,0.1464,0.4138,0.3167,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0764,0.643,0.148,0.4196,0.3033,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4138,0.3167,0.643,0.0764,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4196,0.3201,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0764,0.643,0.148
0.4138,0.2988,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4196,0.3167,0.643,0.0776,0.643,0.1464,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0764,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4196,0.3167,0.643,0.0776,0.643,0.1464,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4196,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0776,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.148,0.4196,0.3167,0.643,0.0782,0.643,0.1464,0.4138,0.3167,0.643,0.0782,0.643,0.1464,0.4138,0.3167,0.643,0.0776,0.643,0.148,0.4196,0.3167,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0776,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.1464,0.4138,0.3167,0.643,0.0776,0.643,0.148,0.4196,0.3167,0.643,0.0773,0.643,0.148,0.4196,0.3167,0.643,0.0782,0.643,0.148,0.4138,0.3167,0.643,0.0764,0.643,0.148,0.4138,0.3167,0.643,0.0782,0.643,0.148,0.4196,0.3201,0.643,0.0773,0.643,0.148,0.4138,0.3167,0.643,0.0773,0.643,0.148
