Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
4,"['2', '1', '3']",0,1, , , , 
1,"['2', '1']",0,1,0.9474,1.0,276.0825,0.9444
1,['3'],0,0,0.6471,0.9167,175.1097,0.5926
