Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
946,29.79,0.96174,0.423409815681
5,23.09,0.27531,0.0336822862872
774,14.33,0.83032,0.170743511562
1267,9.47,0.65939,0.133158581956
1106,7.54,0.95107,0.393422449482
922,11.54,0.93647,0.265343170146
