Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
33,24.03,0.94962,0.378094909923
1285,12.06,0.59236,0.0915384287785
323,17.33,0.47809,0.0552512167111
1255,19.85,0.42645,0.0687678201006
774,14.33,0.83032,0.170743511562
222,33.46,0.87044,0.196042866088
