0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0.58,0.6055,0.2449,0.7738,0.7288,0.2186,0.7951,0.7214,0.2675,0.7372,0.662,0.2827,0.771,0.7712,0.2691,0.6411,0.7551,0.2691,0.4894,0.752,0.3034,0.4571,0.8273,0.2737,0.5063,0.6348,0.244,0.6795,0.7336,0.243,0.7241,0.7462,0.2507,0.5274,0.7287,0.261,0.6284,0.7889,0.2691,0.6657,0.7581,0.2979,0.5155,0.8472,0.2979,0.718,0.8256,0.2859,0.7544,0.7342,0.2306,0.7836,0.7376,0.2779,0.7909,0.8529,0.2675,0.6699,0.6207,0.2859,0.8589,0.8041,0.2138,0.5888,0.8786,0.2931,0.6668,0.4995,0.2659,0.6802,0.7406,0.2615,0.7372,0.7558,0.7327,0.3027,0.5646,0.7784,0.2691,0.5454,0.8986,0.2776,0.6569,0.7214,0.2873,0.5197,0.6847,0.2359,0.6581,0.7678,0.2889
0.58,0.6055,0.2449,0.7738,0.7288,0.2186,0.7951,0.7214,0.2675,0.7372,0.8786,0.2827,0.771,0.7712,0.2691,0.6411,0.7551,0.2691,0.6096,0.752,0.3034,0.4575,0.8273,0.2737,0.5063,0.6348,0.2986,0.7148,0.7927,0.243,0.7241,0.7462,0.2507,0.5274,0.7287,0.261,0.6284,0.7889,0.2691,0.6657,0.7581,0.2979,0.5155,0.8472,0.2979,0.718,0.8256,0.2859,0.7544,0.7397,0.2691,0.7836,0.7376,0.2859,0.7909,0.8529,0.2675,0.812,0.6207,0.2859,0.8589,0.8041,0.2675,0.5888,0.8786,0.2931,0.6668,0.646,0.2659,0.6802,0.8144,0.2615,0.7372,0.7558,0.8562,0.3027,0.5646,0.7784,0.2691,0.5454,0.8986,0.2776,0.7095,0.7575,0.2873,0.5831,0.6847,0.2359,0.6581,0.7678,0.2889
0.58,0.6055,0.2449,0.8228,0.7288,0.2186,0.7951,0.7214,0.2675,0.7372,0.8786,0.2827,0.771,0.8305,0.2691,0.6868,0.8826,0.2691,0.6096,0.752,0.3034,0.6761,0.8273,0.2737,0.6988,0.6348,0.2986,0.7325,0.7927,0.243,0.7241,0.7462,0.2507,0.5274,0.8417,0.261,0.6857,0.7889,0.2691,0.6657,0.7581,0.2979,0.5155,0.8472,0.2979,0.7844,0.8256,0.2859,0.7544,0.7397,0.2691,0.7836,0.7376,0.2859,0.7909,0.8529,0.2675,0.812,0.7536,0.2859,0.8589,0.8041,0.2675,0.7245,0.8786,0.2931,0.6668,0.6671,0.2659,0.6802,0.8144,0.2691,0.7372,0.8039,0.8562,0.3027,0.5646,0.7784,0.2691,0.5454,0.8986,0.2776,0.7187,0.7575,0.2873,0.5831,0.6847,0.2456,0.6581,0.7678,0.2889
0.6292,0.6055,0.2449,0.85,0.852,0.2186,0.7951,0.7214,0.2675,0.7372,0.8786,0.2827,0.771,0.8305,0.2691,0.6868,0.8826,0.2691,0.6096,0.752,0.3034,0.6761,0.8273,0.2737,0.6988,0.7695,0.2986,0.7325,0.7927,0.243,0.7241,0.8337,0.2507,0.5274,0.8417,0.2627,0.6857,0.7889,0.2691,0.6657,0.7581,0.2979,0.6834,0.8472,0.3,0.8746,0.8256,0.2859,0.7544,0.7397,0.2691,0.7836,0.8081,0.2859,0.7909,0.8529,0.2675,0.812,0.7536,0.2859,0.8589,0.8041,0.3011,0.7245,0.8786,0.2931,0.6668,0.6671,0.2691,0.6802,0.8144,0.2691,0.7372,0.8039,0.8562,0.3027,0.5646,0.7784,0.2691,0.5454,0.8986,0.2776,0.7187,0.7575,0.2873,0.6007,0.7824,0.2569,0.6657,0.7678,0.2889
0.6292,0.6055,0.2449,0.85,0.8833,0.3002,0.7951,0.7214,0.2866,0.7372,0.8786,0.2827,0.771,0.8305,0.2691,0.6868,0.8913,0.2746,0.6096,0.752,0.3034,0.6761,0.8345,0.2737,0.6988,0.7889,0.2986,0.7331,0.7927,0.243,0.7241,0.8337,0.2507,0.6588,0.8417,0.2627,0.6857,0.8448,0.2691,0.6657,0.8081,0.2979,0.6834,0.8472,0.3,0.8746,0.8256,0.2859,0.7544,0.7397,0.2691,0.7836,0.8081,0.2995,0.7909,0.8552,0.2675,0.812,0.7536,0.2859,0.8589,0.8041,0.3011,0.7245,0.8906,0.2931,0.6668,0.6671,0.2691,0.6802,0.8144,0.2691,0.7372,0.8986,0.8562,0.3027,0.5646,0.8353,0.2691,0.5454,0.8986,0.2776,0.7187,0.7575,0.2873,0.6007,0.8047,0.2569,0.7084,0.7678,0.2889
0.6292,0.6382,0.2449,0.85,0.901,0.3002,0.7951,0.7688,0.2866,0.7372,0.8786,0.2827,0.771,0.8305,0.2691,0.6868,0.8913,0.2746,0.6246,0.752,0.3034,0.6891,0.8345,0.2737,0.6988,0.7889,0.2986,0.784,0.7927,0.2624,0.7241,0.848,0.2507,0.6588,0.8417,0.2627,0.6857,0.8448,0.2691,0.7276,0.8081,0.2979,0.7778,0.8898,0.3,0.8746,0.8256,0.2859,0.8228,0.7397,0.2691,0.7836,0.8081,0.2995,0.7909,0.8689,0.2795,0.812,0.7536,0.2859,0.8589,0.8041,0.3011,0.7245,0.909,0.2931,0.6668,0.6869,0.2691,0.6802,0.8144,0.2691,0.8174,0.8986,0.8562,0.3027,0.5646,0.8353,0.2995,0.7717,0.8986,0.2776,0.7187,0.7969,0.2873,0.6007,0.8047,0.2873,0.7084,0.7678,0.2889
0.6292,0.7351,0.2449,0.85,0.901,0.3002,0.7951,0.7688,0.2995,0.7372,0.8786,0.2827,0.771,0.8305,0.2691,0.6883,0.8913,0.2746,0.6246,0.8073,0.3034,0.6891,0.8345,0.2737,0.6988,0.7889,0.2986,0.784,0.7927,0.2624,0.7241,0.8489,0.2507,0.6588,0.8417,0.2659,0.6857,0.8448,0.2691,0.7276,0.8081,0.2979,0.7778,0.8898,0.3,0.8923,0.8256,0.2859,0.8228,0.7397,0.2691,0.7902,0.8081,0.2995,0.7909,0.8689,0.2795,0.812,0.7536,0.2859,0.8589,0.8041,0.3011,0.7398,0.913,0.2931,0.6668,0.6869,0.2691,0.686,0.8144,0.2691,0.8174,0.8986,0.8562,0.3027,0.5823,0.8353,0.2995,0.7886,0.8986,0.2776,0.7187,0.7969,0.3011,0.6007,0.8047,0.2873,0.7084,0.7678,0.2889
0.6388,0.7767,0.2456,0.85,0.901,0.3002,0.7951,0.7688,0.2995,0.7774,0.8786,0.2827,0.9165,0.8305,0.2691,0.7648,0.8913,0.2746,0.6246,0.841,0.3034,0.6891,0.8345,0.2737,0.6988,0.7889,0.2986,0.784,0.8079,0.2624,0.749,0.8714,0.2523,0.6842,0.8609,0.2659,0.6857,0.8448,0.2691,0.7276,0.8081,0.2986,0.7778,0.8898,0.3,0.8923,0.8256,0.2859,0.8228,0.7496,0.2859,0.7902,0.8081,0.2995,0.7909,0.8721,0.3027,0.812,0.8007,0.2859,0.8589,0.8041,0.3011,0.7679,0.913,0.2931,0.6668,0.9202,0.2691,0.686,0.8144,0.2691,0.8174,0.8986,0.8562,0.3027,0.5823,0.8649,0.2995,0.8132,0.8986,0.2776,0.7187,0.7969,0.3011,0.6007,0.8489,0.2873,0.7084,0.7832,0.2889
0.6388,0.7767,0.2675,0.85,0.905,0.3002,0.7951,0.7688,0.2995,0.8562,0.8975,0.2827,0.9165,0.8305,0.2691,0.7648,0.8913,0.2746,0.7107,0.8562,0.3034,0.6891,0.8393,0.2737,0.6988,0.7889,0.2986,0.784,0.8769,0.2624,0.749,0.8714,0.2523,0.6842,0.8609,0.2659,0.6857,0.8448,0.2859,0.7978,0.8081,0.2986,0.7778,0.8898,0.3,0.8923,0.8256,0.2859,0.8228,0.7536,0.2859,0.7902,0.8081,0.2995,0.7909,0.8721,0.3027,0.812,0.8007,0.2859,0.8589,0.8041,0.3011,0.7679,0.913,0.2931,0.6668,0.9202,0.2762,0.792,0.8353,0.2691,0.8182,0.8986,0.8562,0.3027,0.64,0.8649,0.3011,0.8132,0.8986,0.2776,0.7187,0.7969,0.3011,0.6007,0.8489,0.2873,0.7187,0.7832,0.2898
0.6584,0.7767,0.2675,0.85,0.9347,0.3002,0.7951,0.7688,0.2995,0.8562,0.8975,0.2827,0.9165,0.8305,0.2827,0.7863,0.913,0.2746,0.7107,0.8562,0.3034,0.6891,0.8417,0.2737,0.6988,0.7889,0.2986,0.784,0.8769,0.2624,0.749,0.8714,0.2691,0.6842,0.8609,0.2659,0.6857,0.8761,0.2859,0.7978,0.8081,0.2986,0.7778,0.8898,0.3,0.8923,0.8256,0.2859,0.8228,0.7887,0.2859,0.7902,0.8081,0.2995,0.7909,0.8721,0.3027,0.812,0.8007,0.2859,0.8589,0.8041,0.3011,0.7936,0.913,0.2931,0.6668,0.9202,0.2843,0.792,0.8353,0.2691,0.8182,0.8986,0.8562,0.3027,0.64,0.8649,0.3011,0.8132,0.8986,0.2776,0.7187,0.7969,0.3011,0.6007,0.8489,0.2873,0.8723,0.7832,0.2898
