Rule_Obj,Rule_Score
"[['age'], [[71, 92]]]",0.9418529937751725
"[['pstat', 'age'], [['0', '1'], [71, 92]]]",0.9418529937751725
"[['hgb'], [[12.899999618530273, 15.800000190734863]]]",0.9418529937751692
"[['age', 'pstat', 'sex'], [[64, 81], ['0', '1'], ['M', 'F']]]",0.9418457635713529
"[['sex', 'age'], [['M', 'F'], [64, 81]]]",0.9418457635713529
"[['pstat', 'hgb'], [['0', '1'], [13.300000190734863, 17.299999237060547]]]",0.9415963928841214
"[['hgb', 'sex'], [[13.199999809265137, 17.200000762939453], ['M', 'F']]]",0.9415963928841214
"[['pstat', 'hgb', 'sex'], [['0', '1'], [13.300000190734863, 16.600000381469727], ['M', 'F']]]",0.93938947691563
"[['hgb', 'age'], [[11.899999618530273, 16.799999237060547], [59, 82]]]",0.9392149388297869
"[['age', 'hgb', 'pstat'], [[64, 90], [11.399999618530273, 15.600000381469727], ['1', '0']]]",0.9383344998248201
