Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,188.7223880290985,2.4,0.9404899302750584,8.311155106499166,11.525,207.54592137151823,207.5625,1831
