,mean_score,mean_runtime,mean_rule_size,mean_cpu_percent,peak_cpu_percent,mean_ram_mb,peak_ram_mb
0,0.9374842983227122±0.0017584907075187915,209.86±65.21,2.34±0.13,8.29±0.02,10.71±0.48,207.56±0.2,207.58±0.19
