Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,374.48566579818726,2.3,0.940198025303162,8.297594074891899,10.658333333333333,207.26567459632918,207.37109375,3623
