Rule_Obj,Rule_Score
"[['stage-1', 'stage-4'], [['3.0'], ['0', '1']]]",0.941814421904767
"[['stage-1', 'stage-4', 'cell-type'], [['3.0'], ['0', '1'], ['0.0', '1.0', '2.0', '3.0', '4.0']]]",0.941814421904767
"[['cell-type', 'detec', 'stage-3'], [['3.0', '2.0', '1.0', '0.0'], ['3', '1'], ['.', '2', '1']]]",0.941814421904767
"[['stage-2', 'stage-3'], [['3', '.', '2'], ['0', '.', '2']]]",0.9416331468185882
"[['stage-2', 'stage-1'], [['3', '2'], ['1.0', '3.0']]]",0.9416331468180791
"[['detec', 'stage-2', 'op', 'stage-1', 'stage-3'], [['1', '2', '3'], ['2', '1'], ['0', '1'], ['1.0', '3.0'], ['.', '2', '1', '0']]]",0.9414377627018764
"[['detec', 'stage-4', 'stage-2', 'stage-1'], [['3', '1', '0'], ['0', '1'], ['3', '2', '.'], ['3.0', '1.0']]]",0.9412696516228656
"[['stage-1', 'cell-type'], [['3.0', '2.0'], ['3.0', '0.0', '1.0']]]",0.9410874291966668
"[['detec', 'stage-4'], [['3', '0'], ['0', '.', '1']]]",0.9408511203321586
"[['detec', 'op'], [['3', '0'], ['0', '1']]]",0.9408511203321586
