0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0.032652,0.0180648,0.0312114,0.0213738,0.0315854,0.0208864,0.031048,0.0198604,0.032493,0.0185626,0.0318254,0.0206114,0.032618,0.021681,0.0321742,0.020806,0.030007,0.0178302,0.032031,0.0202508,0.032359,0.020283,0.0317824,0.0216732,0.031774,0.0201896,0.0310162,0.0201446,0.0318268,0.0222872,0.0321074,0.0207364,0.0310504,0.0220298,0.0222784,0.03055,0.022116,0.032039,0.0209476,0.0323592,0.020346,0.0310192,0.019316,0.0309924,0.0180802,0.032381,0.0207104,0.031647,0.019303,0.03235,0.020231,0.0316878,0.018888,0.0325886,0.02028,0.0318128,0.0207886,0.0309012,0.0202324,0.0309806,0.0170526
0.0331048,0.0204432,0.03166,0.0239782,0.0317822,0.0235394,0.031177,0.0235142,0.0329656,0.0206158,0.0324092,0.0239318,0.033846,0.0247994,0.0328628,0.0233174,0.0314246,0.0209222,0.0321406,0.0217532,0.0321328,0.0231936,0.0338384,0.0249224,0.0333964,0.0220922,0.031523,0.0226712,0.0324722,0.0260862,0.0332458,0.0232332,0.0319672,0.0253752,0.024296,0.031082,0.0246756,0.0330042,0.0247614,0.0331052,0.0237532,0.0324108,0.0216848,0.0314608,0.0211128,0.0330878,0.0225546,0.031793,0.0226228,0.032399,0.0226524,0.0327354,0.0216038,0.0332738,0.0223586,0.0317768,0.023587,0.0307066,0.022759,0.032002,0.0189626
0.0342426,0.0235976,0.0316268,0.0272448,0.0317232,0.0258814,0.0316932,0.0271324,0.0333676,0.023358,0.0335316,0.027365,0.033884,0.0278386,0.0326694,0.025562,0.0324658,0.0225526,0.0324176,0.0248008,0.032721,0.0259846,0.0343892,0.0285066,0.0343388,0.0256366,0.0329262,0.0247368,0.0320158,0.028504,0.0345602,0.0251068,0.0321494,0.0279666,0.0270144,0.0319906,0.0257186,0.0333478,0.0262122,0.0331082,0.025386,0.0318028,0.024099,0.0319214,0.023123,0.033651,0.0256598,0.0325588,0.0244278,0.0331134,0.0241982,0.0342328,0.0239772,0.034011,0.0248518,0.0325404,0.0280946,0.0317828,0.0255466,0.0322888,0.0230236
0.0350904,0.0260016,0.0321752,0.0310848,0.0321532,0.0282758,0.0310886,0.0288776,0.0343224,0.0257398,0.0341776,0.0288194,0.0340372,0.0308216,0.0325902,0.0283102,0.0332478,0.0258942,0.0335166,0.0281118,0.0342496,0.0289992,0.0343922,0.0312558,0.0340932,0.0283698,0.033031,0.0280308,0.0320502,0.0299902,0.0346596,0.0283914,0.0326878,0.0291384,0.028884,0.0329394,0.0276006,0.0344688,0.027688,0.0351546,0.0295758,0.032882,0.026277,0.03282,0.0254014,0.0338774,0.0279398,0.0334892,0.0280266,0.0334902,0.0274688,0.0345628,0.0274162,0.035097,0.0274318,0.0328122,0.0307266,0.0322398,0.0271306,0.0325992,0.0257146
0.035471,0.0288566,0.0330208,0.0329262,0.0329378,0.0301618,0.0321366,0.031366,0.034565,0.0290454,0.0344678,0.03167,0.0345756,0.0341934,0.0333716,0.0301184,0.0343078,0.0285394,0.0344544,0.030041,0.0348204,0.0323282,0.0339666,0.0345456,0.0353828,0.029611,0.0338204,0.0301788,0.0331604,0.0317928,0.0343196,0.0310448,0.0330642,0.0318284,0.0324628,0.033334,0.0302622,0.0353784,0.0306052,0.0359076,0.0333012,0.0333754,0.0292892,0.0341788,0.0297906,0.0342396,0.029942,0.0348632,0.0312538,0.0353446,0.030046,0.034543,0.029875,0.0358102,0.0299212,0.032401,0.0326514,0.0329842,0.0297972,0.0333448,0.0288176
0.0361282,0.0316886,0.033992,0.0335988,0.0335722,0.033244,0.0331362,0.033131,0.0350698,0.0327298,0.0352604,0.0334554,0.0352856,0.0354484,0.0345582,0.0326982,0.035044,0.0323196,0.0347452,0.031825,0.035052,0.0354028,0.0347818,0.037679,0.0356802,0.031707,0.0342168,0.033043,0.0335242,0.0342354,0.034183,0.0329344,0.0342634,0.0352912,0.0336886,0.0336814,0.0323432,0.0363914,0.0322064,0.0356364,0.0350646,0.0346918,0.0315764,0.0354296,0.0321416,0.0352678,0.033674,0.0344758,0.0333908,0.0354938,0.034088,0.0342806,0.0322124,0.0360172,0.0326566,0.032952,0.0352856,0.032818,0.0309112,0.0338772,0.0314298
0.0376624,0.0354116,0.0350682,0.0372788,0.033791,0.037136,0.0335438,0.035555,0.0351482,0.0353762,0.0361078,0.035083,0.0353364,0.0381476,0.035816,0.035344,0.0352454,0.0344348,0.0351072,0.033219,0.0349582,0.0384602,0.0352548,0.0410006,0.0352318,0.0342646,0.0342866,0.034881,0.0343936,0.0366822,0.0352468,0.036337,0.034691,0.037807,0.0366838,0.0346792,0.0355746,0.0367574,0.035018,0.0361124,0.037243,0.0356308,0.0334592,0.0352888,0.0343212,0.035662,0.0353718,0.0354636,0.0371024,0.0348814,0.035305,0.0344416,0.0331686,0.0364064,0.03389,0.0333244,0.0368352,0.0329264,0.0333708,0.034455,0.0333788
0.0387308,0.037501,0.035449,0.0401242,0.0343978,0.0389218,0.03303,0.038061,0.0356302,0.0369358,0.0360834,0.0367592,0.0360328,0.0398808,0.0361676,0.036694,0.0355968,0.0359582,0.0359238,0.0347486,0.0345338,0.0402848,0.0356208,0.0442498,0.0360436,0.0367806,0.0357784,0.0368158,0.035329,0.0405364,0.035715,0.0387452,0.0356698,0.0406192,0.0384206,0.0354566,0.0368696,0.0365264,0.0367982,0.036599,0.0387474,0.03642,0.0366012,0.0360802,0.0368338,0.0361502,0.0368298,0.0355842,0.0393648,0.0365314,0.0377368,0.0350136,0.034861,0.0368114,0.0352276,0.0341882,0.0408042,0.0328688,0.035543,0.0354666,0.0358654
0.0388832,0.0400842,0.036227,0.0418164,0.0350116,0.0395916,0.0341542,0.0397598,0.0358148,0.0387714,0.0359362,0.0383084,0.0363698,0.0403294,0.0366254,0.0389464,0.0365372,0.03758,0.035815,0.0369918,0.0354984,0.0431734,0.0361734,0.0461326,0.0367918,0.0387394,0.0360402,0.0386506,0.0363758,0.0428946,0.0362872,0.0415932,0.0359698,0.0428908,0.0408916,0.0357944,0.0389312,0.0369922,0.0392786,0.0364396,0.0394078,0.036938,0.0381376,0.0367488,0.0400252,0.0365306,0.0389332,0.0364748,0.043482,0.037545,0.0398994,0.0362136,0.0375964,0.0372088,0.0370562,0.0343792,0.0428814,0.03352,0.0383912,0.0358898,0.0377332
0.0385428,0.0433358,0.0366846,0.0459346,0.0355316,0.0417282,0.035218,0.0415854,0.0357636,0.0394068,0.0370058,0.0396626,0.0375556,0.041769,0.0375022,0.0396164,0.0367984,0.0386184,0.0360138,0.0381356,0.0359384,0.0439572,0.0369768,0.0481664,0.036888,0.0402242,0.0358948,0.0406808,0.0365578,0.0441886,0.036867,0.0428936,0.0369658,0.0457218,0.0432454,0.0364906,0.0401482,0.0376058,0.0422258,0.0370678,0.0406898,0.0375624,0.0403206,0.036354,0.0415586,0.0358566,0.0404274,0.03725,0.0450502,0.0379496,0.0408074,0.0368902,0.0407082,0.0379934,0.0392994,0.0354088,0.0446174,0.0332274,0.0394128,0.0362138,0.0402008
