Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
0,"[0.0, 0.36399999999999999]",0,1,0.8571,0.45,29.5347,0.3802
6,"[0.377, 0.83700000000000008]",0,0,0.6824,0.9831,23.6284,0.4033
