Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
0,"[35.5, 37.899999999999999]",0,no,0.8571,1.0,64.6796,0.8333
0,"[38.5, 41.5]",0,yes, , , , 
2,['yes'],0,yes,0.92,1.0,80.5431,0.8944
