Rule_Obj,Rule_Score
"[['cell-type'], [['adeno', 'small']]]",0.9415291077006068
"[['treat', 'cell-type'], [['test', 'standard'], ['small', 'adeno']]]",0.9415291077006068
"[['pt', 'cell-type'], [['no', 'yes'], ['adeno', 'small']]]",0.9415291077006068
"[['karno', 'cell-type'], [[60, 99], ['aquamous', 'large', 'small']]]",0.9350557709680619
"[['pt', 'cell-type', 'karno'], [['no', 'yes'], ['aquamous', 'small', 'large'], [60, 99]]]",0.9350557709680619
"[['treat', 'cell-type', 'pt'], [['test', 'standard'], ['large', 'aquamous'], ['no', 'yes']]]",0.9237762522507873
"[['karno'], [[70, 99]]]",0.9176304427273186
"[['karno', 'pt'], [[70, 99], ['no', 'yes']]]",0.9176304427273186
"[['pt', 'cell-type', 'treat', 'karno'], [['no', 'yes'], ['large', 'small', 'aquamous'], ['test', 'standard'], [60, 90]]]",0.8985328056552555
"[['cell-type', 'karno', 'age'], [['large', 'small', 'aquamous', 'adeno'], [60, 90], [56, 72]]]",0.8698962050128488
