rules_count,total_time,mean_size,best_fitness,rate_policy,initial_crossover_rate,initial_mutation_rate,final_crossover_rate,final_mutation_rate,cpu_mean_percent,cpu_peak_percent,ram_mean_mb,ram_peak_mb,ram_incremental_peak_mb,ram_baseline_mb
10,22.558439254760742,2.0,0.9415291077006068,adaptive,60,40,60,40,8.369379844961243,11.158333333333333,206.6319949127907,206.640625,0.1015625,206.5390625
