Rule_Obj,Rule_Score
"[['age'], [[39, 65]]]",0.6328960716430052
"[['age', 'ph-ecog'], [[39, 65], ['1.0', '3.0', '2.0', '0.0']]]",0.6328960716430052
"[['sex', 'age', 'ph-ecog'], [['1'], [55, 82], ['2.0', '1.0', '0.0', '3.0']]]",0.6235343567113129
"[['ph-karno'], [[60.0, 80.0]]]",0.619968295296113
"[['ph-karno', 'sex'], [[60.0, 80.0], ['2', '1']]]",0.619968295296113
"[['ph-ecog', 'ph-karno'], [['1.0', '2.0', '3.0', '0.0'], [60.0, 90.0]]]",0.619968295296113
"[['pat-karno', 'ph-karno'], [[70.0, 100.0], [80.0, 90.0]]]",0.6029165563147311
"[['sex', 'age'], [['1', '2'], [57, 71]]]",0.5730845200756188
"[['sex', 'ph-ecog'], [['1'], ['2.0', '1.0', '3.0']]]",0.5710893874612681
"[['ph-ecog', 'pat-karno'], [['3.0', '2.0', '1.0'], [40.0, 80.0]]]",0.5579627501334304
