rules_count,total_time,mean_size,best_fitness,rate_policy,initial_crossover_rate,initial_mutation_rate,final_crossover_rate,final_mutation_rate
10,350.1417396068573,1.9,0.6328960716430052,adaptive,60,40,60,40
