Rule_Obj,Rule_Score
"[['age'], [[65, 82]]]",0.9418457635713529
"[['sex', 'age'], [['M', 'F'], [65, 82]]]",0.9418457635713529
"[['pstat', 'age', 'sex'], [['0', '1'], [66, 83], ['M', 'F']]]",0.9412102604974691
"[['age', 'pstat'], [[66, 85], ['0']]]",0.9405636442873816
"[['hgb'], [[10.0, 14.100000381469727]]]",0.9401272305080365
"[['creat'], [[0.800000011920929, 1.100000023841858]]]",0.9380691596488027
"[['sex'], [['M']]]",0.9356047191378228
"[['pstat', 'sex'], [['0', '1'], ['M']]]",0.9356047191378228
"[['ptime'], [[77, 215]]]",0.9259628385794808
"[['hgb', 'sex', 'pstat'], [[10.699999809265137, 13.0], ['M', 'F'], ['0', '1']]]",0.8851443385226627
