rules_count,total_time,mean_size,best_fitness,rate_policy,initial_crossover_rate,initial_mutation_rate,final_crossover_rate,final_mutation_rate,cpu_mean_percent,cpu_peak_percent,ram_mean_mb,ram_peak_mb,ram_incremental_peak_mb,ram_baseline_mb
10,40.946125984191895,1.7,0.9418457635713529,adaptive,60,40,60,40,8.357158119658122,11.558333333333332,213.61298076923077,213.61328125,0.04296875,213.5703125
