Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
2,11.8,4.49,1.43903378681
3,34.89,3.21,0.498101761789
6,11.52,10.76,1.41982446872
2,12.47,4.49,1.43903378681
6,12.36,10.76,1.41982446872
6,26.02,10.76,1.41982446872
7,0.0,3.15,0.496056173017
5,0.0,6.21,0.650666248509
6,36.9,10.76,1.41982446872
2,0.0,4.49,1.43903378681
