Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
3,"[0.51000000000000001, 1.28]",0,1, , , , 
2,"[3.4199999999999999, 3.8100000000000001]",0,1,0.4429,0.6889,46.1779,0.3043
3,"[0.28999999999999998, 1.4099999999999999]",1,1, , , , 
2,"[3.3300000000000001, 3.8599999999999999]",1,1,0.8429,0.7024,90.1758,0.5892
6,"[7.3600000000000003, 8.4299999999999997]",0,2, , , , 
1,"[12.550000000000001, 13.98]",0,2,0.5789,0.6667,55.4204,0.3843
6,"[8.3200000000000003, 9.6500000000000004]",0,3, , , , 
2,"[3.3399999999999999, 3.7799999999999998]",0,3,0.9412,0.2424,35.7023,0.2011
6,"[9.6999999999999993, 12.5]",0,5,0.7692,0.3333,34.0483,0.1529
7,"[0.0, 0.0]",0,6, , , , 
5,"[0.0, 0.0]",0,6,1.0,0.6429,49.0845,0.1572
7,"[0.40000000000000002, 1.71]",0,7,0.8621,0.9615,97.973,0.4014
