Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
8,28.57,49.0,14.593137320860821
8,42.86,49.0,14.593137320860821
8,34.69,49.0,14.593137320860821
4,50.0,Discrete,Discrete
