Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
8,"[50.0, 64.0]",0,1,0.6188,0.55,91.5857,0.3174
8,"[15.0, 31.0]",0,0,0.3543,0.9145,71.8597,0.2642
8,"[15.0, 31.0]",1,0,0.3543,0.9145,71.8597,0.2642
4,['Absent'],2,0,0.6821,0.763,63.6919,0.2555
