rules_count,total_time,mean_size,best_fitness,rate_policy,initial_crossover_rate,initial_mutation_rate,final_crossover_rate,final_mutation_rate
10,252.3530716896057,1.5,0.9191819836782164,adaptive,60,40,60,40
