Rule_Obj,Rule_Score
"[['ph-karno', 'sex', 'ph-ecog'], [[50.0, 90.0], ['1'], ['2.0', '3.0', '1.0', '0.0']]]",0.9286393356750164
"[['ph-karno', 'sex'], [[50.0, 90.0], ['1']]]",0.9286393356750164
"[['ph-karno', 'pat-karno'], [[60.0, 80.0], [40.0, 100.0]]]",0.9184484617248629
"[['pat-karno', 'sex', 'age'], [[30.0, 80.0], ['2', '1'], [56, 76]]]",0.9005521510222476
"[['age', 'ph-ecog', 'sex'], [[60, 77], ['1.0', '2.0', '3.0'], ['1', '2']]]",0.8998264407053704
"[['pat-karno', 'sex'], [[30.0, 70.0], ['1', '2']]]",0.8988741794176537
"[['pat-karno'], [[30.0, 70.0]]]",0.8988741794176537
"[['age', 'ph-karno'], [[51, 64], [80.0, 100.0]]]",0.8971028103675617
"[['sex'], [['2']]]",0.8961060135679206
"[['ph-ecog', 'age'], [['1.0', '0.0'], [58, 82]]]",0.8943050913703873
